1248272429.351 3 2.181 0.017
1248272429.351 12 4.574 0.097
1248272429.351 17 3.109 0.410
1248272429.602 2 6.448 -0.432
1248272429.602 17 3.194 0.341
1248272429.862 15 5.250 -0.526
1248272429.862 13 3.468 -0.321
1248272429.862 3 2.169 -0.097
1248272429.862 12 4.574 0.002
1248272429.862 17 3.230 0.316
1248272429.862 5 3.098 0.478
1248272430.107 15 5.162 -0.554
1248272430.107 2 6.304 -0.481
1248272430.107 13 3.390 -0.347
1248272430.107 3 2.150 -0.119
1248272430.107 12 4.502 -0.023
1248272430.107 17 3.178 0.296
1248272430.108 5 3.107 0.459
1248272430.353 3 2.136 -0.127
1248272430.353 12 4.494 -0.027
1248272430.353 17 3.167 0.299
1248272430.354 5 3.104 0.456
1248272430.597 15 5.108 -0.570
1248272430.597 3 2.147 -0.142
1248272430.597 12 4.447 -0.040
1248272430.597 17 3.177 0.287
1248272430.597 5 3.131 0.448
1248272430.846 3 2.134 -0.137
1248272430.847 12 4.466 -0.022
1248272430.847 17 3.148 0.300
1248272430.847 5 3.098 0.457
1248272431.096 15 5.154 -0.555
1248272431.096 13 3.340 -0.351
1248272431.096 3 2.121 -0.138
1248272431.096 12 4.413 -0.019
1248272431.097 17 3.119 0.306
1248272431.097 5 3.098 0.464
1248272431.341 3 2.150 -0.141
1248272431.342 12 4.502 -0.017
1248272431.342 17 3.098 0.309
1248272431.342 5 3.131 0.461
1248272431.587 15 5.032 -0.571
1248272431.588 2 6.034 -0.487
1248272431.588 13 3.286 -0.369
1248272431.588 3 2.119 -0.156
1248272431.588 12 4.379 -0.035
1248272431.588 17 3.099 0.299
1248272431.588 5 3.102 0.455
1248272431.832 3 2.134 -0.153
1248272431.832 17 3.098 0.313
1248272432.080 3 2.109 -0.158
1248272432.080 12 4.371 -0.030
1248272432.080 17 3.047 0.310
1248272432.080 5 3.098 0.462
1248272432.323 3 2.119 -0.165
1248272432.323 12 4.364 -0.033
1248272432.323 17 3.033 0.307
1248272432.324 5 3.106 0.454
1248272432.570 15 4.974 -0.573
1248272432.570 2 6.034 -0.484
1248272432.570 13 3.218 -0.370
1248272432.570 3 2.097 -0.178
1248272432.570 12 4.351 -0.034
1248272432.570 17 3.012 0.305
1248272432.570 5 3.101 0.454
1248272433.069 15 4.916 -0.574
1248272433.069 13 3.165 -0.370
1248272433.069 3 2.084 -0.184
1248272433.069 12 4.298 -0.030
1248272433.069 17 2.979 0.312
1248272433.070 5 3.098 0.458
1248272433.559 3 2.097 -0.191
1248272433.559 12 4.298 -0.028
1248272433.560 17 2.963 0.320
1248272433.560 5 3.114 0.460
1248272433.805 15 4.888 -0.571
1248272433.805 3 2.071 -0.195
1248272433.805 12 4.242 -0.023
1248272433.806 17 2.925 0.325
1248272433.806 5 3.065 0.465
1248272434.293 13 3.098 -0.379
1248272434.293 3 2.063 -0.213
1248272434.293 12 4.196 -0.029
1248272434.293 17 2.893 0.324
1248272434.293 5 3.073 0.457
1248272434.537 3 2.075 -0.208
1248272434.537 12 4.183 -0.026
1248272434.537 17 2.887 0.330
1248272434.537 5 3.098 0.457
1248272434.783 2 5.867 -0.471
1248272434.784 13 3.049 -0.390
1248272434.784 3 2.053 -0.224
1248272434.784 12 4.188 -0.029
1248272434.784 17 2.875 0.327
1248272434.784 5 3.074 0.456
1248272435.030 13 3.009 -0.407
1248272435.031 3 2.033 -0.254
1248272435.031 12 4.121 -0.051
1248272435.031 17 2.853 0.308
1248272435.031 5 3.112 0.433
1248272435.276 13 3.002 -0.401
1248272435.276 3 2.023 -0.249
1248272435.276 12 4.101 -0.032
1248272435.276 17 2.832 0.321
1248272435.764 13 2.965 -0.413
1248272435.764 3 2.012 -0.264
1248272435.764 12 4.091 -0.044
1248272435.764 17 2.801 0.321
1248272435.764 5 3.098 0.435
1248272436.256 13 2.905 -0.442
1248272436.256 3 1.995 -0.302
1248272436.256 12 4.046 -0.070
1248272436.256 17 2.787 0.302
1248272436.256 5 3.131 0.411
1248272436.498 17 2.855 0.279
1248272436.741 13 2.912 -0.413
1248272436.741 3 1.989 -0.295
1248272436.741 12 3.998 -0.038
1248272436.741 17 2.730 0.331
1248272436.986 13 2.971 -0.408
1248272436.986 3 2.022 -0.270
1248272436.986 12 4.113 -0.027
1248272436.986 17 2.726 0.356
1248272436.986 5 3.033 0.457
1248272437.229 15 4.805 -0.566
1248272437.229 12 3.998 0.010
1248272437.229 17 2.658 0.384
1248272437.229 5 2.981 0.476
1248272437.481 3 1.998 -0.244
1248272437.481 17 2.619 0.397
1248272437.732 15 4.713 -0.573
1248272437.732 2 5.671 -0.430
1248272437.732 13 2.881 -0.380
1248272437.733 3 1.980 -0.273
1248272437.733 12 3.961 0.002
1248272437.733 17 2.627 0.382
1248272437.733 5 2.975 0.469
1248272437.979 13 2.860 -0.394
1248272437.979 5 3.009 0.456
1248272438.244 13 2.796 -0.441
1248272438.244 3 1.926 -0.347
1248272438.245 12 3.922 -0.049
1248272438.245 17 2.641 0.335
1248272438.245 5 3.065 0.417
1248272438.497 3 1.888 -0.385
1248272438.497 5 3.088 0.390
1248272438.768 13 2.673 -0.515
1248272438.768 3 1.852 -0.430
1248272439.015 13 2.678 -0.513
1248272439.015 3 1.854 -0.436
1248272439.016 17 2.651 0.294
1248272439.016 5 3.098 0.369
1248272439.258 3 1.852 -0.404
1248272439.258 12 3.838 -0.061
1248272439.258 17 2.558 0.338
1248272439.502 13 2.683 -0.475
1248272439.502 3 1.825 -0.426
1248272439.503 12 3.821 -0.072
1248272439.503 17 2.563 0.328
1248272439.503 5 3.040 0.389
1248272439.749 2 5.282 -0.509
1248272439.749 13 2.655 -0.484
1248272439.749 3 1.803 -0.443
1248272439.749 12 3.798 -0.079
1248272439.749 17 2.552 0.323
1248272439.749 5 3.041 0.381
1248272440.009 12 3.784 -0.091
1248272440.009 5 3.037 0.370
1248272440.267 3 1.748 -0.496
1248272440.268 5 3.065 0.352
1248272440.526 12 3.742 -0.119
1248272440.526 5 3.065 0.337
1248272440.789 12 3.703 -0.118
1248272440.789 5 3.033 0.335
1248272441.056 17 2.517 0.258
1248272441.056 5 3.065 0.292
1248272441.345 12 3.641 -0.165
1248272441.345 17 2.498 0.256
1248272441.345 5 3.047 0.285
1248272441.610 5 3.033 0.285
1248272441.883 12 3.619 -0.164
1248272441.883 17 2.458 0.263
1248272441.883 5 3.002 0.285
1248272442.638 17 2.429 0.265
1248272442.894 17 2.422 0.266
1248272443.149 17 2.392 0.272
1248272443.405 17 2.381 0.272
1248272443.661 17 2.352 0.275
1248272443.916 17 2.337 0.279
1248272444.173 5 2.924 0.246
1248272444.173 17 2.323 0.278
1248272444.425 5 2.891 0.247
1248272444.425 17 2.297 0.283
1248272444.682 17 2.302 0.282
1248272444.939 5 2.861 0.234
1248272444.939 17 2.263 0.282
1248272445.430 12 3.425 -0.177
1248272445.431 5 2.860 0.223
1248272445.431 17 2.259 0.283
1248272445.705 12 3.391 -0.176
1248272445.705 5 2.842 0.220
1248272445.705 17 2.249 0.285
1248272445.985 17 2.220 0.289
1248272446.482 17 2.208 0.291
1248272446.729 17 2.218 0.291
1248272447.000 12 3.361 -0.176
1248272447.000 5 2.776 0.199
1248272447.000 17 2.206 0.291
1248272447.252 12 3.360 -0.176
1248272447.253 5 2.776 0.193
1248272447.253 17 2.213 0.291
1248272447.501 5 2.764 0.186
1248272447.501 17 2.196 0.292
1248272447.773 12 3.341 -0.178
1248272447.773 17 2.186 0.292
1248272448.115 12 3.312 -0.178
1248272448.115 17 2.159 0.296
1248272448.368 5 2.725 0.171
1248272448.368 17 2.156 0.295
1248272448.626 5 2.673 0.167
1248272448.626 17 2.125 0.297
1248272448.879 12 3.258 -0.187
1248272448.879 5 2.636 0.163
1248272448.879 17 2.105 0.298
1248272449.126 12 3.236 -0.186
1248272449.126 5 2.625 0.164
1248272449.126 17 2.088 0.303
1248272449.374 12 3.225 -0.186
1248272449.374 5 2.604 0.163
1248272449.374 17 2.072 0.306
1248272449.619 12 3.200 -0.179
1248272449.619 5 2.579 0.163
1248272449.619 17 2.054 0.312
1248272449.863 12 3.233 -0.145
1248272449.863 5 2.544 0.203
1248272449.863 17 2.018 0.350
1248272450.356 2 4.173 -0.553
1248272450.357 12 3.192 -0.116
1248272450.357 5 2.473 0.229
1248272450.357 17 1.962 0.385
1248272450.604 12 3.177 -0.114
1248272450.605 5 2.437 0.227
1248272450.605 17 1.938 0.391
1248272450.883 5 2.425 0.226
1248272450.883 17 1.930 0.391
1248272451.127 12 3.135 -0.114
1248272451.127 17 1.900 0.399
1248272451.368 12 3.131 -0.117
1248272451.369 17 1.885 0.401
1248272451.609 12 3.103 -0.119
1248272451.610 17 1.871 0.402
1248272452.091 5 2.301 0.212
1248272452.091 17 1.848 0.406
1248272452.570 12 3.062 -0.123
1248272452.570 17 1.820 0.412
1248272453.053 5 2.189 0.202
1248272453.053 17 1.781 0.421
1248272453.293 17 1.791 0.413
1248272453.535 12 2.983 -0.122
1248272453.535 17 1.746 0.430
1248272453.776 12 2.986 -0.121
1248272453.776 17 1.746 0.432
1248272454.017 17 1.708 0.440
1248272454.498 5 2.030 0.198
1248272454.498 17 1.677 0.448
1248272454.738 17 1.697 0.448
1248272454.978 12 2.890 -0.112
1248272454.978 17 1.644 0.460
1248272455.219 12 2.879 -0.105
1248272455.219 17 1.622 0.466
1248272455.460 12 2.868 -0.097
1248272455.460 17 1.608 0.471
1248272455.699 5 1.873 0.228
1248272456.180 12 2.815 -0.097
1248272456.180 5 1.822 0.221
1248272456.420 12 2.785 -0.092
1248272456.420 5 1.779 0.225
1248272456.661 5 1.752 0.230
1248272456.900 5 1.709 0.224
1248272457.141 5 1.695 0.214
1248272457.381 5 1.660 0.209
1248272457.620 5 1.641 0.208
1248272457.859 5 1.591 0.219
1248272458.097 12 2.668 -0.097
1248272458.348 5 1.516 0.218
1248272458.587 5 1.498 0.214
1248272458.839 5 1.452 0.218
1248272459.346 12 2.532 -0.215
1248272459.347 5 1.412 0.106
1248272459.347 17 1.380 0.476
1248272459.584 12 2.475 -0.291
1248272459.584 17 1.403 0.431
1248272459.823 5 1.346 -0.100
1248272459.823 17 1.461 0.299
1248272460.057 17 1.474 0.228
1248272460.291 17 1.487 0.172
1248272460.526 17 1.482 0.043
1248272460.778 17 1.474 -0.029
1248272461.039 6 4.985 0.174
1248272461.039 8 2.941 0.432
1248272461.291 17 1.409 -0.222
1248272461.544 17 1.369 -0.292
1248272461.544 6 4.974 0.035
1248272461.544 7 5.037 0.178
1248272461.544 8 3.065 0.305
1248272461.788 17 1.323 -0.367
1248272461.789 6 4.974 -0.013
1248272461.789 7 5.009 0.131
1248272461.789 8 3.104 0.253
1248272462.030 17 1.280 -0.426
1248272462.030 6 5.003 -0.081
1248272462.030 7 5.022 0.065
1248272462.030 8 3.126 0.194
1248272462.273 17 1.235 -0.481
1248272462.274 6 4.876 -0.122
1248272462.274 7 4.974 0.022
1248272462.274 8 3.118 0.152
1248272462.274 9 1.362 0.466
1248272462.519 17 1.185 -0.544
1248272462.520 6 4.888 -0.168
1248272462.520 7 5.035 -0.017
1248272462.520 8 3.128 0.108
1248272462.520 9 1.371 0.433
1248272462.767 17 1.170 -0.541
1248272462.767 6 4.888 -0.174
1248272462.767 7 4.974 -0.011
1248272462.767 8 3.102 0.102
1248272462.767 9 1.352 0.435
1248272463.012 6 4.816 -0.172
1248272463.012 7 4.974 -0.019
1248272463.012 8 3.089 0.108
1248272463.255 6 4.867 -0.165
1248272463.499 6 4.833 -0.169
1248272463.500 9 1.308 0.452
1248272463.742 9 1.282 0.454
1248272463.986 9 1.282 0.454
1248272464.229 6 4.759 -0.169
1248272464.229 9 1.259 0.459
1248272464.475 6 4.768 -0.170
1248272464.476 7 4.931 -0.018
1248272464.476 8 3.003 0.117
1248272464.476 9 1.249 0.462
1248272465.005 6 4.739 -0.171
1248272465.006 7 4.853 -0.014
1248272465.006 8 2.964 0.125
1248272465.250 6 4.726 -0.175
1248272465.250 8 2.968 0.121
1248272465.250 9 1.212 0.469
1248272465.496 6 4.666 -0.175
1248272465.496 7 4.805 -0.014
1248272465.496 8 2.947 0.117
1248272465.744 6 4.654 -0.177
1248272465.744 7 4.805 -0.018
1248272465.744 8 2.911 0.116
1248272465.744 9 1.184 0.473
1248272465.991 6 4.649 -0.177
1248272465.992 7 4.805 -0.018
1248272465.992 8 2.907 0.117
1248272466.240 6 4.642 -0.177
1248272466.240 7 4.726 -0.017
1248272466.240 8 2.880 0.118
1248272466.240 9 1.167 0.478
1248272466.477 6 4.638 -0.144
1248272466.478 7 4.726 0.014
1248272466.478 8 2.858 0.150
1248272466.720 6 4.677 -0.086
1248272466.721 7 4.726 0.072
1248272466.721 8 2.817 0.208
1248272466.963 6 4.649 -0.084
1248272466.964 7 4.726 0.074
1248272466.964 8 2.817 0.210
1248272467.207 6 4.694 -0.004
1248272467.208 7 4.726 0.148
1248272467.208 8 2.740 0.289
1248272467.450 6 4.649 -0.000
1248272467.450 7 4.642 0.156
1248272467.450 8 2.720 0.294
1248272467.691 7 4.574 0.233
1248272467.691 8 2.646 0.367
1248272467.936 7 4.574 0.234
1248272467.936 8 2.629 0.370
1248272468.175 8 2.593 0.394
1248272468.416 7 4.432 0.305
1248272468.416 8 2.513 0.449
1248272468.660 7 4.487 0.309
1248272468.660 8 2.499 0.454
1248272469.138 6 4.502 0.233
1248272469.382 6 4.484 0.244
1248272469.627 6 4.432 0.256
1248272470.104 6 4.242 0.368
1248272470.605 6 4.113 0.409
1248272470.847 6 4.125 0.407
1248272472.529 12 1.932 -0.574
1248272472.771 12 1.928 -0.570
1248272473.010 12 1.981 -0.522
1248272473.248 12 2.032 -0.450
1248272473.489 12 2.075 -0.395
1248272473.724 12 2.129 -0.315
1248272473.963 12 2.161 -0.259
1248272474.207 12 2.171 -0.198
1248272474.450 2 2.745 -0.567
1248272474.450 12 2.195 -0.131
1248272474.693 2 2.824 -0.509
1248272474.693 12 2.203 -0.079
